sgRNA	Gene	PlasmidLib	R1_Top	R1_Unsorted	R2_Top	R2_Unsorted	R3_Top	R3_Unsorted
Gm23628_ENSMUST00000082464_20615051_20615033	ENSMUST00000082464_Gm23628	250	710	855	877	826	845	973
F8_ENSMUST00000147349_75382796_75382814	ENSMUST00000147349_F8	178	444	550	407	477	500	543
Msl2_ENSMUST00000189616_101074563_101074581	ENSMUST00000189616_Msl2	374	2144	1665	1949	1123	2107	1507
5730416F02Rik_ENSMUST00000120648_109001418_109001400	ENSMUST00000120648_5730416F02Rik	115	342	286	280	316	410	392
Taf9b_ENSMUST00000134547_106221110_106221128	ENSMUST00000134547_Taf9b	646	1948	1911	2402	2003	1917	2232
Pak3_ENSMUST00000134402_143518354_143518372	ENSMUST00000134402_Pak3	110	205	207	296	206	327	370
Gm650_ENSMUST00000144428_155306033_155306015	ENSMUST00000144428_Gm650	335	580	649	781	703	622	740
Tenm1_ENSMUST00000016294_43275021_43275039	ENSMUST00000016294_Tenm1	176	517	592	469	504	467	635
Gm14921_ENSMUST00000118643_112661585_112661603	ENSMUST00000118643_Gm14921	248	925	954	926	674	797	886
Tceanc_ENSMUST00000112188_166510486_166510504	ENSMUST00000112188_Tceanc	368	1286	1363	929	947	1311	1481
Eif1ax_ENSMUST00000087143_159371993_159372011	ENSMUST00000087143_Eif1ax	331	1017	1359	898	816	846	1131
Mum1l1_ENSMUST00000166444_139217117_139217135	ENSMUST00000166444_Mum1l1	220	648	629	519	539	593	640
2810403D21Rik_ENSMUST00000207966_108833628_108833610	ENSMUST00000207966_2810403D21Rik	85	179	231	117	166	140	201
Rps6ka6_ENSMUST00000156639_111536529_111536511	ENSMUST00000156639_Rps6ka6	192	426	615	649	498	388	541
Flna_ENSMUST00000130203_74235990_74236008	ENSMUST00000130203_Flna	232	689	776	748	688	763	972
Cited1_ENSMUST00000130589_102250823_102250805	ENSMUST00000130589_Cited1	317	952	1102	983	921	971	1106
Pfkfb1_ENSMUST00000153221_150588048_150588066	ENSMUST00000153221_Pfkfb1	125	413	499	550	485	412	501
Adgrg2_ENSMUST00000112400_160390580_160390598	ENSMUST00000112400_Adgrg2	285	996	1166	717	791	968	1064
Fhl1_ENSMUST00000023854_56731772_56731754	ENSMUST00000023854_Fhl1	293	1054	1076	1422	1321	1226	1148
Ammecr1_ENSMUST00000041317_142966868_142966886	ENSMUST00000041317_Ammecr1	533	1676	1640	1719	1283	1648	1691
Pls3_ENSMUST00000114057_75843272_75843254	ENSMUST00000114057_Pls3	87	232	242	277	198	193	220
Gdi1_ENSMUST00000144317_74306764_74306782	ENSMUST00000144317_Gdi1	201	468	442	574	376	462	613
Arhgef6_ENSMUST00000175636_57301320_57301338	ENSMUST00000175636_Arhgef6	81	272	319	297	225	330	329
Fgf13_ENSMUST00000138503_59133513_59133531	ENSMUST00000138503_Fgf13	718	1832	2070	2026	1855	1825	2124
Gpkow_ENSMUST00000129845_7705750_7705768	ENSMUST00000129845_Gpkow	176	549	575	637	583	558	660
Slc6a14_ENSMUST00000033414_21714898_21714916	ENSMUST00000033414_Slc6a14	139	431	368	387	434	387	441
Gdi1_ENSMUST00000015435_74304924_74304906	ENSMUST00000015435_Gdi1	181	568	581	757	568	734	688
Sat1_ENSMUST00000150046_155216502_155216520	ENSMUST00000150046_Sat1	123	437	479	420	324	413	396
Taf7l_ENSMUST00000009740_134476819_134476837	ENSMUST00000009740_Taf7l	104	284	333	309	311	293	325
Mid1_ENSMUST00000036753_169827781_169827799	ENSMUST00000036753_Mid1	482	1425	1421	1594	1588	1395	1684
Zmat1_ENSMUST00000113185_135009337_135009355	ENSMUST00000113185_Zmat1	205	652	693	559	582	702	721
Atp6ap2_ENSMUST00000137277_12587690_12587708	ENSMUST00000137277_Atp6ap2	418	1121	1117	1068	997	1025	1328
Gm14760_ENSMUST00000121831_80194984_80194966	ENSMUST00000121831_Gm14760	236	711	688	830	579	717	735
Gria3_ENSMUST00000156721_41401385_41401403	ENSMUST00000156721_Gria3	280	1148	946	1310	968	1074	1134
Trmt2b_ENSMUST00000128115_134277013_134277031	ENSMUST00000128115_Trmt2b	277	1030	1054	1039	1007	819	1132
Alg13_ENSMUST00000199040_144340275_144340293	ENSMUST00000199040_Alg13	431	1275	1437	1444	1248	1178	1296
Gm14567_ENSMUST00000117155_38969446_38969428	ENSMUST00000117155_Gm14567	406	1216	1220	1168	1185	1308	1663
Ndufb11_ENSMUST00000116621extra_20617440_20617458	ENSMUST00000116621extra_Ndufb11	261	560	680	510	438	518	575
F8_ENSMUST00000147349_75382627_75382645	ENSMUST00000147349_F8	170	343	407	472	356	346	447
Zrsr2_ENSMUST00000132350_163950242_163950260	ENSMUST00000132350_Zrsr2	141	388	435	551	480	551	588
Awat2_ENSMUST00000033567_100412837_100412855	ENSMUST00000033567_Awat2	181	454	666	578	517	454	640
Araf_ENSMUST00000128250_20857283_20857301	ENSMUST00000128250_Araf	390	1278	1382	1291	1047	1278	1431
Heph_ENSMUST00000079322_96455424_96455442	ENSMUST00000079322_Heph	224	715	738	861	620	597	668
Slc6a8_ENSMUST00000168764_73676877_73676895	ENSMUST00000168764_Slc6a8	312	769	844	1032	890	950	978
Mageh1_ENSMUST00000051484_153037737_153037755	ENSMUST00000051484_Mageh1	237	675	649	727	711	623	657
5530601H04Rik_ENSMUST00000144774_105076047_105076029	ENSMUST00000144774_5530601H04Rik	79	237	241	284	234	168	249
Mid1_ENSMUST00000171433_169926925_169926907	ENSMUST00000171433_Mid1	157	509	488	587	408	393	393
Armcx1_ENSMUST00000137173_134718843_134718861	ENSMUST00000137173_Armcx1	284	823	951	995	783	898	999
Tsc22d3_ENSMUST00000133023_140543441_140543459	ENSMUST00000133023_Tsc22d3	246	882	1077	1281	1079	1021	1212
Armcx3_ENSMUST00000081834_134756434_134756452	ENSMUST00000081834_Armcx3	109	316	321	216	268	240	322
Fundc2_ENSMUST00000033541_75382251_75382269	ENSMUST00000033541_Fundc2	161	389	480	531	503	461	519
Pin4_ENSMUST00000113627_102119169_102119187	ENSMUST00000113627_Pin4	183	606	657	536	543	602	663
Amot_ENSMUST00000125271_145487225_145487207	ENSMUST00000125271_Amot	262	897	808	770	748	807	924
Maged2_ENSMUST00000112700_150813996_150814014	ENSMUST00000112700_Maged2	194	711	697	727	658	693	839
Rbm3_ENSMUST00000040010_8146028_8146046	ENSMUST00000040010_Rbm3	155	331	345	427	384	514	642
Bcorl1_ENSMUST00000156703_48341674_48341692	ENSMUST00000156703_Bcorl1	466	1897	1564	1387	1163	1546	1500
Snord61_ENSMUST00000083176_57391918_57391900	ENSMUST00000083176_Snord61	118	196	270	234	224	322	333
Gria3_ENSMUST00000076349_41401177_41401195	ENSMUST00000076349_Gria3	188	485	531	648	569	526	523
Sytl4_ENSMUST00000174091_133961325_133961343	ENSMUST00000174091_Sytl4	410	1295	1255	1813	1280	1168	1413
Klf8_ENSMUST00000143880_153237372_153237354	ENSMUST00000143880_Klf8	38	124	152	113	174	146	166
2210013O21Rik_ENSMUST00000208235_153725468_153725450	ENSMUST00000208235_2210013O21Rik	415	1217	1259	1255	1332	1087	1353
Timp1_ENSMUST00000009530_20870111_20870129	ENSMUST00000009530_Timp1	266	800	802	914	701	743	1013
Zmym3_ENSMUST00000129586_101415221_101415203	ENSMUST00000129586_Zmym3	509	1331	1648	1907	1638	1700	1806
Xlr4b_ENSMUST00000142237_73217832_73217850	ENSMUST00000142237_Xlr4b	135	372	408	347	303	395	412
Bgn_ENSMUST00000155231_73491936_73491954	ENSMUST00000155231_Bgn	310	948	861	894	664	829	848
Ints6l_ENSMUST00000143142_56483652_56483634	ENSMUST00000143142_Ints6l	251	607	902	899	808	747	918
Rgag4_ENSMUST00000139878_102068114_102068132	ENSMUST00000139878_Rgag4	247	886	1041	1046	1021	888	1026
Rbbp7_ENSMUST00000138791_162760800_162760818	ENSMUST00000138791_Rbbp7	186	604	545	575	434	540	529
Kat8_ENSMUST00000206071_127912068_127912086	ENSMUST00000206071_Kat8	280	732	905	855	759	807	1050
Piga_ENSMUST00000155849_164425482_164425464	ENSMUST00000155849_Piga	188	475	479	724	610	444	598
Eif2s3x_ENSMUST00000113922_94212912_94212930	ENSMUST00000113922_Eif2s3x	225	584	663	849	807	563	781
Gm14541_ENSMUST00000118985_36839481_36839463	ENSMUST00000118985_Gm14541	306	733	743	928	742	839	864
1700020N15Rik_ENSMUST00000075654_69945128_69945146	ENSMUST00000075654_1700020N15Rik	240	534	643	689	609	667	751
Ppef1_ENSMUST00000136888_160720040_160720058	ENSMUST00000136888_Ppef1	404	1213	1446	1184	1076	1360	1548
Zrsr2_ENSMUST00000139166_163958332_163958314	ENSMUST00000139166_Zrsr2	319	986	820	726	619	1029	959
Klhl15_ENSMUST00000153900_94234496_94234478	ENSMUST00000153900_Klhl15	113	391	346	393	360	342	451
Mbnl3_ENSMUST00000114876_51206120_51206102	ENSMUST00000114876_Mbnl3	343	838	1023	1102	935	977	1004
Nhs_ENSMUST00000081569_162159482_162159464	ENSMUST00000081569_Nhs	508	1356	1501	1671	1420	1570	1884
L1cam_ENSMUST00000145805_73857708_73857726	ENSMUST00000145805_L1cam	217	625	721	872	676	794	843
Lamp2_ENSMUST00000074913_38456547_38456565	ENSMUST00000074913_Lamp2	230	732	707	869	753	763	753
Bcor_ENSMUST00000043441_12160560_12160542	ENSMUST00000043441_Bcor	179	626	557	605	468	609	559
Ikbkg_ENSMUST00000143784_74438578_74438596	ENSMUST00000143784_Ikbkg	258	1064	1046	787	788	882	1064
Zfp275_ENSMUST00000114499_73342465_73342483	ENSMUST00000114499_Zfp275	93	259	275	213	169	309	296
Trex2_ENSMUST00000033738_73435399_73435417	ENSMUST00000033738_Trex2	298	927	1058	985	966	1036	1152
Gm14820_ENSMUST00000145941_8042742_8042760	ENSMUST00000145941_Gm14820	538	1690	1861	1736	1586	1695	2115
Rps6ka6_ENSMUST00000138645_111487171_111487153	ENSMUST00000138645_Rps6ka6	385	1204	1200	1409	1082	1276	1528
Dgkk_ENSMUST00000067410_6778616_6778634	ENSMUST00000067410_Dgkk	182	685	523	746	603	632	702
Vma21_ENSMUST00000114577_71815908_71815890	ENSMUST00000114577_Vma21	202	443	712	550	587	592	857
Pnma5_ENSMUST00000114540_73037280_73037298	ENSMUST00000114540_Pnma5	183	589	653	592	447	526	574
Reps2_ENSMUST00000155863_162565817_162565799	ENSMUST00000155863_Reps2	218	578	571	684	618	681	780
3830403N18Rik_ENSMUST00000033458_56136524_56136542	ENSMUST00000033458_3830403N18Rik	171	448	472	518	467	501	573
Trex2_ENSMUST00000033738_73435567_73435585	ENSMUST00000033738_Trex2	174	509	616	572	535	603	604
Txlng_ENSMUST00000041370_162829516_162829534	ENSMUST00000041370_Txlng	279	902	929	954	962	831	909
Smim9_ENSMUST00000101433_75163813_75163831	ENSMUST00000101433_Smim9	441	1487	1576	1921	1502	1757	1968
Arhgef9_ENSMUST00000182135_95055345_95055327	ENSMUST00000182135_Arhgef9	268	826	923	612	741	873	1142
Adgrg2_ENSMUST00000112400_160390508_160390490	ENSMUST00000112400_Adgrg2	239	1076	799	982	621	1111	890
4930502E18Rik_ENSMUST00000069209_53724624_53724642	ENSMUST00000069209_4930502E18Rik	121	380	355	430	364	345	379
Tmsb15b1_ENSMUST00000113071_136977412_136977430	ENSMUST00000113071_Tmsb15b1	446	1063	1106	1476	1282	1302	1393
Klf8_ENSMUST00000039545_153359403_153359421	ENSMUST00000039545_Klf8	200	530	567	528	677	567	586
n-R5s2_ENSMUST00000101968_6106757_6106739	ENSMUST00000101968_n-R5s2	89	309	277	317	239	199	231
Dach2_ENSMUST00000146539_113298110_113298128	ENSMUST00000146539_Dach2	218	792	788	974	917	698	855
negative_control_73_73_73	NA_negative_control	232	880	894	831	771	787	918
negative_control_20_20_20	NA_negative_control	211	754	766	682	554	668	641
Phf8_ENSMUST00000112670_151520988_151521006	ENSMUST00000112670_Phf8	114	208	358	324	304	274	298
Gprasp1_ENSMUST00000149595_135742613_135742631	ENSMUST00000149595_Gprasp1	175	558	550	618	562	471	531
Gm8261_ENSMUST00000119275_146601401_146601419	ENSMUST00000119275_Gm8261	172	643	585	813	725	661	719
Slc7a3_ENSMUST00000138162_101085459_101085477	ENSMUST00000138162_Slc7a3	205	696	738	759	731	853	848
Supt20-ps_ENSMUST00000117999_93922370_93922352	ENSMUST00000117999_Supt20-ps	119	350	343	228	256	407	452
Taf9b_ENSMUST00000113495extra_106219794_106219812	ENSMUST00000113495extra_Taf9b	177	408	384	363	303	423	486
4930519F16Rik_ENSMUST00000183315_103288241_103288223	ENSMUST00000183315_4930519F16Rik	198	519	645	470	431	619	680
Shroom2_ENSMUST00000137217_152644672_152644690	ENSMUST00000137217_Shroom2	209	684	505	810	705	579	823
Fam120c_ENSMUST00000073364_151343963_151343981	ENSMUST00000073364_Fam120c	89	309	289	225	250	255	244
Gm5396_ENSMUST00000121222_153113976_153113958	ENSMUST00000121222_Gm5396	401	1169	1258	1197	1147	1212	1532
Gpkow_ENSMUST00000154562_7703428_7703446	ENSMUST00000154562_Gpkow	120	388	421	320	337	423	483
Bhlhb9_ENSMUST00000148374_135885737_135885755	ENSMUST00000148374_Bhlhb9	326	1237	1195	1091	1040	1118	1094
Rbm3os_ENSMUST00000133616_8145557_8145539	ENSMUST00000133616_Rbm3os	544	2080	1958	1859	1648	2114	2395
Arhgef9_ENSMUST00000196354_95082150_95082168	ENSMUST00000196354_Arhgef9	154	570	604	448	357	419	490
Firre_ENSMUST00000124842_50635405_50635387	ENSMUST00000124842_Firre	218	687	520	731	465	680	589
Ppp1r3fos_ENSMUST00000144719_7573536_7573554	ENSMUST00000144719_Ppp1r3fos	380	1456	1351	1367	1040	1303	1482
Fndc3c1_ENSMUST00000039447_106485527_106485545	ENSMUST00000039447_Fndc3c1	124	426	491	413	435	494	581
Srpk3_ENSMUST00000002081_73774229_73774247	ENSMUST00000002081_Srpk3	316	984	1039	915	859	1091	1284
Prkx_ENSMUST00000114044_77796065_77796083	ENSMUST00000114044_Prkx	324	1196	1356	1107	960	1251	1440
Pls3_ENSMUST00000114057_75843607_75843589	ENSMUST00000114057_Pls3	159	495	606	408	530	396	567
Hdac6_ENSMUST00000137499_7948118_7948136	ENSMUST00000137499_Hdac6	338	747	1402	976	991	813	1416
Rps4x_ENSMUST00000152739_102189366_102189384	ENSMUST00000152739_Rps4x	367	1354	1295	1159	1066	1234	1295
Pls3_ENSMUST00000114059_75875255_75875273	ENSMUST00000114059_Pls3	138	351	294	324	257	252	269
Gm5946_ENSMUST00000182652_150226312_150226330	ENSMUST00000182652_Gm5946	291	1173	1310	1359	1019	1040	1211
Sh3bgrl_ENSMUST00000033598_109095230_109095212	ENSMUST00000033598_Sh3bgrl	119	265	208	276	196	241	330
Atg4a_ENSMUST00000112971_140956787_140956805	ENSMUST00000112971_Atg4a	200	570	609	649	496	541	609
Rbm41_ENSMUST00000113011_139998737_139998755	ENSMUST00000113011_Rbm41	191	543	809	640	629	443	541
Gm6890_ENSMUST00000114117_74740265_74740283	ENSMUST00000114117_Gm6890	362	860	1085	1348	1189	1096	1207
Gm27000_ENSMUST00000182943_88760609_88760591	ENSMUST00000182943_Gm27000	169	559	530	460	489	523	560
L1cam_ENSMUST00000145805_73857976_73857958	ENSMUST00000145805_L1cam	198	541	516	683	588	536	707
Maged2_ENSMUST00000112700_150813764_150813782	ENSMUST00000112700_Maged2	199	514	562	592	525	521	538
Slc25a5_ENSMUST00000016463_36795459_36795477	ENSMUST00000016463_Slc25a5	181	538	467	569	512	534	646
Acsl4_ENSMUST00000112904_142390827_142390845	ENSMUST00000112904_Acsl4	174	665	689	494	551	597	686
Prickle3_ENSMUST00000141876_7657339_7657357	ENSMUST00000141876_Prickle3	145	520	506	392	397	543	587
Prdm14_ENSMUST00000047577_13127399_13127417	ENSMUST00000047577_Prdm14	516	1671	1629	1806	1848	1717	1939
Jpx_ENSMUST00000182447_103493519_103493501	ENSMUST00000182447_Jpx	284	1197	740	1394	864	1168	1039
Pcdh19_ENSMUST00000193376_133588455_133588473	ENSMUST00000193376_Pcdh19	299	617	931	879	919	977	1014
Araf_ENSMUST00000123219_20850993_20850975	ENSMUST00000123219_Araf	93	258	274	202	233	286	310
Drp2_ENSMUST00000113228_134404294_134404312	ENSMUST00000113228_Drp2	98	248	227	260	292	241	299
9530027J09Rik_ENSMUST00000180584_48285834_48285852	ENSMUST00000180584_9530027J09Rik	225	756	807	901	711	638	864
Ccdc120_ENSMUST00000153925_7741503_7741521	ENSMUST00000153925_Ccdc120	236	651	639	646	546	557	704
Naa10_ENSMUST00000124446_73920682_73920664	ENSMUST00000124446_Naa10	78	174	179	397	226	238	247
Ldoc1_ENSMUST00000075983_61709290_61709308	ENSMUST00000075983_Ldoc1	154	514	614	567	423	570	625
negative_control_147_147_147	NA_negative_control	184	482	546	635	523	453	485
Btk_ENSMUST00000033617_134583296_134583314	ENSMUST00000033617_Btk	297	997	1005	1040	873	896	1030
Gab3_ENSMUST00000129495_75085651_75085669	ENSMUST00000129495_Gab3	479	1276	1355	1595	1250	1596	1658
Gm14569_ENSMUST00000169499_36492360_36492342	ENSMUST00000169499_Gm14569	191	615	544	539	512	470	662
Cdk16_ENSMUST00000125035_20696026_20696008	ENSMUST00000125035_Cdk16	173	444	529	546	504	533	691
Gm15104_ENSMUST00000165760_150313453_150313435	ENSMUST00000165760_Gm15104	213	495	476	700	603	492	522
Plxna3_ENSMUST00000142236_74333547_74333565	ENSMUST00000142236_Plxna3	425	1342	1535	1661	1334	1286	1507
Msl3_ENSMUST00000033725_168674049_168674067	ENSMUST00000033725_Msl3	381	1567	1489	1790	1163	1372	1151
Arhgap4_ENSMUST00000142925_73897559_73897541	ENSMUST00000142925_Arhgap4	266	591	721	737	725	649	820
Hdac6_ENSMUST00000154200_7947186_7947204	ENSMUST00000154200_Hdac6	298	1145	1056	1101	827	895	1091
Eda2r_ENSMUST00000037353_97377317_97377335	ENSMUST00000037353_Eda2r	186	598	643	559	519	482	557
Rbbp7_ENSMUST00000138791_162760998_162761016	ENSMUST00000138791_Rbbp7	202	771	760	869	590	698	772
Scml2_ENSMUST00000074802_161162654_161162672	ENSMUST00000074802_Scml2	299	886	1046	1244	1118	1073	1286
Apool_ENSMUST00000154378_112311258_112311276	ENSMUST00000154378_Apool	385	1216	1170	1228	1105	1060	1222
4930550L24Rik_ENSMUST00000062542_58911357_58911375	ENSMUST00000062542_4930550L24Rik	366	1012	1058	954	927	1288	1345
Tenm1_ENSMUST00000115059_43168073_43168091	ENSMUST00000115059_Tenm1	119	290	312	383	331	300	448
Alg13_ENSMUST00000199040_144340080_144340062	ENSMUST00000199040_Alg13	322	1126	1201	824	894	906	1241
Pou5f1_ENSMUST00000025271_35505905_35505923	ENSMUST00000025271_Pou5f1	229	483	754	420	594	454	877
Gm15190_ENSMUST00000120855_159585452_159585434	ENSMUST00000120855_Gm15190	532	1347	1259	1420	1269	1675	1887
Gm5937_ENSMUST00000119715_77456209_77456227	ENSMUST00000119715_Gm5937	191	439	400	422	366	549	578
Ar_ENSMUST00000052837_98148619_98148637	ENSMUST00000052837_Ar	189	442	570	482	520	432	820
Nrk_ENSMUST00000113052_138914210_138914228	ENSMUST00000113052_Nrk	325	415	777	570	774	517	702
Cxx1c_ENSMUST00000063384_53607794_53607812	ENSMUST00000063384_Cxx1c	288	654	760	602	702	727	990
Pak3_ENSMUST00000126592_143664165_143664183	ENSMUST00000126592_Pak3	191	398	370	525	395	435	530
Armcx1_ENSMUST00000113201_134717946_134717964	ENSMUST00000113201_Armcx1	220	822	794	923	794	712	817
Arhgap36_ENSMUST00000132784_49493440_49493422	ENSMUST00000132784_Arhgap36	460	1696	1436	1889	1347	1574	1537
Igbp1_ENSMUST00000033570_100494092_100494110	ENSMUST00000033570_Igbp1	524	1287	1320	1755	1372	1312	1677
Phex_ENSMUST00000135713_157166151_157166169	ENSMUST00000135713_Phex	105	327	346	422	336	445	448
Nanog-ps1_ENSMUST00000188967_89883889_89883871	ENSMUST00000188967_Nanog-ps1	240	728	768	1018	820	777	858
Dmd_ENSMUST00000128983_85047982_85048000	ENSMUST00000128983_Dmd	165	426	326	354	357	448	463
negative_control_40_40_40	NA_negative_control	138	351	384	461	459	419	454
Timp1_ENSMUST00000009530_20870093_20870111	ENSMUST00000009530_Timp1	196	599	564	606	458	565	616
Prps1_ENSMUST00000155235_140456397_140456415	ENSMUST00000155235_Prps1	209	972	874	886	655	743	887
Htr2c_ENSMUST00000149260_146962342_146962360	ENSMUST00000149260_Htr2c	516	1648	1721	1656	1624	1541	1791
Cask_ENSMUST00000132240_13851501_13851483	ENSMUST00000132240_Cask	241	414	455	485	414	538	558
Pfkfb1_ENSMUST00000154528_150625268_150625250	ENSMUST00000154528_Pfkfb1	435	1130	1327	1456	1269	1277	1406
Lpar4_ENSMUST00000060576_106920543_106920561	ENSMUST00000060576_Lpar4	161	802	423	628	367	624	446
Gm45208_ENSMUST00000207461_7726935_7726917	ENSMUST00000207461_Gm45208	382	958	1149	1286	1091	1038	1227
Tsx_ENSMUST00000033691_103414376_103414394	ENSMUST00000033691_Tsx	242	620	686	770	615	705	746
Iqsec2_ENSMUST00000112605_152144101_152144119	ENSMUST00000112605_Iqsec2	228	597	477	514	475	582	561
Pak3_ENSMUST00000172330_143693215_143693233	ENSMUST00000172330_Pak3	430	1067	1362	1283	1219	956	1374
Armcx4_ENSMUST00000124226_134686427_134686445	ENSMUST00000124226_Armcx4	254	724	653	696	434	610	631
Gm364_ENSMUST00000114725_57408888_57408906	ENSMUST00000114725_Gm364	190	705	602	504	458	569	719
Stag2_ENSMUST00000141414_42150110_42150128	ENSMUST00000141414_Stag2	500	1232	1407	1274	1220	1278	1760
Bcorl1_ENSMUST00000156042_48361348_48361366	ENSMUST00000156042_Bcorl1	134	409	456	481	364	455	489
Gm5124_ENSMUST00000127554_21360636_21360618	ENSMUST00000127554_Gm5124	320	779	790	771	785	756	926
Gdi1_ENSMUST00000135041_74310228_74310210	ENSMUST00000135041_Gdi1	300	806	1029	958	695	1010	1070
Gprasp2_ENSMUST00000137392_135839865_135839883	ENSMUST00000137392_Gprasp2	156	433	572	527	388	388	489
Diaph2_ENSMUST00000143668_129749801_129749783	ENSMUST00000143668_Diaph2	429	1609	1660	2306	1712	1616	1603
Gm5946_ENSMUST00000182652_150226170_150226152	ENSMUST00000182652_Gm5946	132	431	401	494	406	453	535
Xpnpep2_ENSMUST00000077775_48108707_48108725	ENSMUST00000077775_Xpnpep2	366	1253	1183	1359	1305	1502	1610
Tbc1d8b_ENSMUST00000096313_139684847_139684865	ENSMUST00000096313_Tbc1d8b	229	733	781	564	542	658	762
Mbnl3_ENSMUST00000156028_51206581_51206563	ENSMUST00000156028_Mbnl3	448	1382	1534	1586	1362	1469	1678
Gdi1_ENSMUST00000145580_74305084_74305102	ENSMUST00000145580_Gdi1	240	520	445	389	404	621	663
Tktl1_ENSMUST00000010127_74177085_74177103	ENSMUST00000010127_Tktl1	212	591	667	776	733	550	706
Dnase1l1_ENSMUST00000128763_74277059_74277041	ENSMUST00000128763_Dnase1l1	216	651	761	587	597	606	694
Rbm3_ENSMUST00000155599_8143114_8143132	ENSMUST00000155599_Rbm3	413	1428	1474	1763	1404	1416	1605
Rbmx_ENSMUST00000140384_57393061_57393079	ENSMUST00000140384_Rbmx	256	580	498	534	522	519	473
negative_control_129_129_129	NA_negative_control	281	884	838	994	803	1002	958
Ssr4_ENSMUST00000002090_73787044_73787062	ENSMUST00000002090_Ssr4	149	266	336	162	157	309	311
Gm45800_ENSMUST00000210331_95557676_95557694	ENSMUST00000210331_Gm45800	107	284	405	434	364	278	390
Stard8_ENSMUST00000127361_99068271_99068253	ENSMUST00000127361_Stard8	178	593	525	494	454	589	579
3830417A13Rik_ENSMUST00000151996_64174016_64174034	ENSMUST00000151996_3830417A13Rik	215	578	639	647	552	687	665
Dnase1l1_ENSMUST00000075821_74282602_74282620	ENSMUST00000075821_Dnase1l1	244	996	811	763	601	873	1003
